Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,7.9,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,11.2,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,5.3,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Multiracial,7.4,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,5.4,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,9.6,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,10.2,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,14.6,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.9,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to <20 events.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,14.0,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,9.5,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,American Indian/Alaska Native,5.8,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,American Indian alone; Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,7.5,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,8.2,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,12.6,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,7.7,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,9.2,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,7.0,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,6.2,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,7.4,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2011",,,,,6.7,8.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,7.5,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2011",,,,,5.7,9.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,10.8,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2011",,,,,8.9,12.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.7,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2011",,,,,5.5,7.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,5.4,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2011",,,,,4.1,7.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,8.2,"Washington, DC","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,8.1,"Philadelphia, PA","Percentage of births under 2,500 grams.",Vital Statistics,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,7.6,"Philadelphia, PA","Percentage of births under 2,500 grams.",Vital Statistics,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,11.3,"Philadelphia, PA","Percentage of births under 2,500 grams.",Vital Statistics,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,13.7,"Washington, DC","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,7.5,"Washington, DC","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,13.3,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,8.4,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,American Indian/Alaska Native,7.5,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,8.1,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,9.7,"Chicago, Il","Percentage of births under 2,500 grams.",IDPH Vital Statistics,"Percent of births that are low birthweight (< 2500 grams or 5 lbs, 8 oz)",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,14.8,"Chicago, Il","Percentage of births under 2,500 grams.",IDPH Vital Statistics,"Percent of births that are low birthweight (< 2500 grams or 5 lbs, 8 oz)",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,7.4,"Chicago, Il","Percentage of births under 2,500 grams.",IDPH Vital Statistics,"Percent of births that are low birthweight (< 2500 grams or 5 lbs, 8 oz)",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,6.8,"Chicago, Il","Percentage of births under 2,500 grams.",IDPH Vital Statistics,"Percent of births that are low birthweight (< 2500 grams or 5 lbs, 8 oz)",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,10.5,"Washington, DC","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,12.3,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,8.7,15.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,13.0,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,12.0,14.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,7.2,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,5.5,8.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,12.8,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,Includes Unknown Race,,,9.3,16.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,9.1,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,8.3,10.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,11.6,"Baltimore, MD","Percentage of births under 2,500 grams.","Vital Statistics Administration birth files for 2011, 2012, 2013, Maryland Department of Health and Mental Hygiene, calculations by Baltimore City Health Dept.",,Race/ethnicity is that of the mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,14.1,"Baltimore, MD","Percentage of births under 2,500 grams.","Vital Statistics Administration birth files for 2011, 2012, 2013, Maryland Department of Health and Mental Hygiene, calculations by Baltimore City Health Dept.",,Race/ethnicity is that of the mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,8.2,"Baltimore, MD","Percentage of births under 2,500 grams.","Vital Statistics Administration birth files for 2011, 2012, 2013, Maryland Department of Health and Mental Hygiene, calculations by Baltimore City Health Dept.",,Race/ethnicity is that of the mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,6.7,"Baltimore, MD","Percentage of births under 2,500 grams.","Vital Statistics Administration birth files for 2011, 2012, 2013, Maryland Department of Health and Mental Hygiene, calculations by Baltimore City Health Dept.",,Race/ethnicity is that of the mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,4.9,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,17.2,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,Native Hawaiian and Other Pacific Islander,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,4.1,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,8.5,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,7.7,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,Does not include Pacific Islander,,,,
